,ENT_LOC,ENT_LOC_U,ENT_MISC,ENT_MISC_U,ENT_ORG,ENT_ORG_U,ENT_PER,ENT_PER_U,POS_ADJ,POS_ADP,POS_ADV,POS_AUX,POS_CCONJ,POS_DET,POS_INTJ,POS_NOUN,POS_NUM,POS_PART,POS_PRON,POS_PROPN,POS_SCONJ,POS_SYM,POS_VERB,POS_X,adj_mod_nounc,nphrases,nphrases_length,objects_exc,objects_exc_u,objects_inc,objects_inc_u,stopwords,wordcount
1894_JuelHansen_TereseKaerulf.0,190.0,109.0,164,107,49.0,40.0,863,177,5892,9314,10184,3506,3912,5312,479,12936,281,1063,11227,1640,1459,3307,11467,617,2843,5327,13189,1841,1224,602,278,40806,82596
1894_Keller_EnOvergangstid.0,25.0,11.0,20,15,5.0,5.0,382,33,1267,1877,2736,1025,951,1053,115,2574,44,223,3106,445,366,742,3018,78,604,1132,2842,344,229,131,74,9923,19620
1894_Kieler_HanFaldtVedHelgoland.0,710.0,253.0,614,204,123.0,84.0,1972,332,4920,8270,10474,4318,3855,4416,608,12827,284,899,9527,3201,1428,5435,11508,885,2569,4776,11691,1954,1381,580,282,37780,82855
1894_Koeedt_EnFrihavn.0,111.0,67.0,61,50,17.0,16.0,275,82,2757,4210,3273,1833,1877,2757,37,7326,127,400,3831,480,828,1036,5203,184,1930,3335,8326,1096,771,318,188,16925,36159
1894_Lautrup_FamilienWoermer.0,61.0,38.0,35,27,16.0,15.0,753,132,3146,4050,4589,1920,2024,2917,174,6518,75,414,4344,1078,881,1954,4881,575,2125,3443,8939,718,523,321,147,18245,39540
1894_LundO_EnHoffroeken.0,445.0,152.0,89,51,60.0,45.0,809,151,2884,4913,6012,2869,1896,2828,135,6588,232,784,5670,1382,1275,1514,6281,182,1423,2763,6838,799,536,234,122,22534,45445
1894_MadsenO_Inga.0,226.0,115.0,166,101,60.0,51.0,1470,216,4583,7062,7068,2374,2708,4377,264,10612,224,638,6342,1923,943,3495,8250,528,2554,4474,11334,1390,971,521,255,27451,61391
1894_Max_MadameRustensensBaderejse.0,83.0,39.0,42,40,119.0,28.0,264,74,1807,2603,2356,825,1096,1734,89,4858,103,211,2009,473,226,1275,3054,201,1108,1838,4636,647,417,243,140,9837,22920
1894_Muusmann_Bondekunstneren.0,188.0,67.0,108,68,28.0,21.0,575,94,3114,4943,5379,2577,1800,3048,121,6781,82,610,5949,871,1028,517,6136,434,2000,3412,8741,854,605,338,184,22228,43390
1894_Nansen_Maria.0,13.0,9.0,6,6,2.0,2.0,214,16,1330,1739,1787,783,777,1336,48,2828,29,169,2436,242,338,240,2447,108,717,1293,3109,361,295,130,86,8448,16637
1894_NormanHansen_StyrmandBrorsen.0,312.0,148.0,128,71,40.0,34.0,740,81,2298,4465,5325,1960,1790,2217,156,6215,120,413,4578,1310,671,1335,5006,230,1453,2709,6622,793,584,341,180,18895,38089
1894_OestergaardV_DanmarksVovehals.0,848.0,323.0,343,103,90.0,56.0,2376,269,6602,10780,10127,5103,5196,6750,102,16709,286,1278,11871,4206,2120,4061,13519,1172,3519,7665,18608,2706,1428,834,303,46751,99882
1894_PetersenL_MellemKlitter.0,47.0,18.0,27,23,13.0,12.0,689,50,4518,6657,8485,2811,3374,4334,297,8007,135,750,8421,798,1072,1266,7848,338,2111,4005,10194,1076,621,373,141,31278,59111
1894_Pontoppidan_DenGamleAdam.0,72.0,49.0,52,46,10.0,9.0,171,83,2254,3139,3153,1192,994,2372,94,5023,59,360,2966,302,476,548,3326,160,1307,2217,5559,683,578,247,185,12749,26418
1894_Schandorph_VilhelmVangsStudenteraar.0,200.0,129.0,264,162,89.0,79.0,1585,324,5024,7257,6665,3528,2677,5177,674,11387,264,621,8065,2566,1310,1779,9100,1168,2568,5363,13164,1672,1169,613,302,31436,67262
1894_Schjoerring_FamilienPaaSoegaard.0,201.0,84.0,49,43,25.0,19.0,1045,119,3763,5719,6720,3124,2088,3793,230,7521,147,819,7489,1338,1212,1223,7748,384,1765,3547,8648,1005,691,373,192,27547,53318
1894_Schoeyen_GrevBrahesHus.0,323.0,137.0,185,101,68.0,50.0,1163,259,4245,6309,6490,3662,2807,4438,446,9980,193,943,7873,1796,1335,1501,8906,519,2434,4640,11204,1380,905,494,226,30091,61443
1894_Schumacher_AgneteBudde.0,328.0,187.0,314,75,78.0,53.0,1989,337,4133,7871,9142,3832,3611,5082,199,11943,144,874,10574,2800,1449,3654,12609,1823,2516,5673,13828,1985,1107,653,254,37159,79740
1894_Skovbo_FradengamleFaergegaard.0,42.0,27.0,32,20,9.0,8.0,871,58,1897,3756,4851,1978,1692,1870,287,4416,65,395,5023,927,719,1500,5262,160,1032,1937,4851,505,361,209,120,18178,34798
1894_WintherH_Friluftsliv.0,57.0,27.0,5,5,18.0,11.0,772,67,2084,3488,4737,2228,1706,2063,131,5078,60,503,5204,895,792,2157,5295,327,1128,2228,5493,681,425,255,127,18381,36748
1894_WormMueller_FireDage.0,70.0,48.0,27,23,9.0,9.0,311,66,1823,3298,4113,1530,1346,1740,174,4378,101,363,4542,506,565,1756,4468,218,860,1767,4267,640,421,238,130,16098,30921
1894_Zeemann_EtDanskHjemISoenderjylland.0,732.0,268.0,461,134,79.0,72.0,989,158,3495,6425,6071,2897,2856,3190,129,9586,324,708,5390,1958,1181,1160,7519,708,1820,3451,8255,1370,924,386,206,25601,53597
1895_AndersenT_FraByensUdkant.0,258.0,144.0,50,44,26.0,21.0,706,85,1883,4075,6100,2660,1858,1971,368,5213,197,574,6952,1067,935,3370,6574,231,867,2084,4834,788,477,407,181,22534,44028
1895_Betzonich_DonJuansEfteraar.0,150.0,75.0,60,49,8.0,7.0,330,103,1631,1872,1707,694,872,1588,142,3436,32,120,2249,650,146,1353,2690,124,966,1661,4187,590,459,213,124,8216,19306
1895_Bierfreund_UdePaaLandet.0,82.0,41.0,43,23,14.0,13.0,419,98,1906,3345,4461,2436,1857,1900,189,4855,100,436,5591,533,764,1474,5314,178,830,1799,4259,763,508,281,153,18857,35339
1895_Birck_Hellighed.0,264.0,121.0,129,96,66.0,40.0,1862,229,3994,6305,9250,4344,2889,3837,736,10482,347,595,9113,2402,1007,4396,9931,884,1942,4000,9770,1500,992,541,272,32877,70512
1895_Boecker_Uveirstider.0,92.0,45.0,45,23,22.0,22.0,1097,117,3201,4920,6338,2802,2369,2900,461,7933,131,505,6542,1434,931,2467,7468,257,1494,3202,7730,983,613,332,169,24503,50659
1895_Bondesen_ElskovsKringelgang.0,428.0,189.0,93,53,49.0,44.0,2249,304,2836,5487,5525,2663,2775,3035,352,7830,186,479,6272,3092,1077,3218,7382,528,1498,3453,8205,1226,844,388,209,24363,52737
1895_Bon_Fristelser.0,92.0,55.0,74,49,19.0,15.0,73,50,3491,5611,7436,2816,2759,3540,583,7863,140,627,8666,220,909,3118,8015,299,1752,3370,8120,1119,768,466,216,29426,56093
1895_Broendsted_FaedrenesSynd.0,203.0,108.0,120,80,83.0,47.0,1350,179,4210,5606,7454,2972,2459,3994,562,9484,192,538,7487,2161,906,4720,7504,711,2229,4134,10090,1283,863,420,209,27641,60960
1895_Claussen_Kitty.0,95.0,37.0,60,40,21.0,18.0,769,96,2433,3597,3321,1390,1544,2339,178,5287,125,314,3551,1043,521,1217,4174,218,1275,2411,6017,736,569,264,159,14764,31252
1895_Dalsgaard_FalkOgSoen.0,134.0,52.0,51,37,18.0,14.0,750,104,2210,3770,3735,1658,1507,2597,111,5703,48,516,4001,1011,620,1287,4673,197,1204,2570,6232,717,500,271,134,16239,33644
1895_Drachmann_Kitzwalde.0,64.0,50.0,51,42,10.0,9.0,401,121,2083,3224,2985,1125,1626,2287,123,5541,79,239,3442,656,410,2075,4226,478,1155,2203,5521,1074,768,360,201,13326,30599
1895_EwaldC_DeFireFjerdingsfyrster.0,30.0,19.0,4,4,1.0,1.0,43,26,1248,1796,1788,737,1263,1019,18,3575,43,93,1950,76,257,404,2652,82,574,1032,2496,528,326,228,126,7940,17001
1895_EwaldC_DenGamleStue.0,8.0,8.0,5,5,4.0,1.0,308,27,1001,1714,2076,962,1131,1108,65,2440,31,99,3393,337,334,1084,2865,106,382,1038,2352,378,185,169,72,9694,18746
1895_EwaldHF_LeonoraKristina.0,1021.0,309.0,395,128,158.0,74.0,3869,586,7095,12993,12481,6718,5200,8634,299,19805,420,1745,13618,5780,2997,3976,16554,711,3829,8895,21158,2660,1458,888,313,56703,119026
1895_Finne_Rachel.0,114.0,55.0,37,36,30.0,11.0,730,134,2094,3491,3499,1357,1436,1780,167,4794,161,331,3652,917,562,520,4166,339,1047,1822,4569,694,562,260,151,15015,29266
1895_Henckel_AnnaSofieReventlow.0,297.0,157.0,105,66,53.0,42.0,1297,345,4068,6736,6811,3402,3455,4502,287,9584,377,1017,7628,2535,1162,2656,8404,692,2027,4677,11550,1486,997,375,190,30429,63316
1895_IbsenA_SoesterHelene.0,161.0,87.0,139,67,17.0,12.0,904,125,4654,8004,7808,2788,3537,4988,477,11783,222,715,9043,1215,1198,4273,9735,349,2557,4821,11917,1679,945,589,244,33718,70789
1895_JensenH_BlodetsBaand.0,135.0,72.0,63,41,57.0,31.0,1353,117,3157,5650,7062,3530,2572,3268,307,8017,111,599,8251,1578,1260,4641,8417,226,1626,3367,8002,1081,684,443,188,28275,58646
1895_JuelHansen_KaerlighedensVeje.0,69.0,40.0,84,43,13.0,11.0,206,42,2242,3476,4584,1729,1852,2232,163,4803,85,334,5085,301,650,788,4495,142,938,2024,4795,539,392,243,141,17881,32961
1895_Kaarsberg_FolkenepaaNakkebjerg.0,187.0,109.0,121,104,65.0,43.0,1308,268,5985,7651,7978,3209,3591,5142,596,12268,219,799,8250,1955,1287,6376,9708,1147,3669,6046,16051,1734,1132,606,296,32986,76161
1895_Kieler_PaaPost.0,936.0,432.0,617,344,103.0,82.0,1858,543,6540,10404,11027,5624,4192,6715,415,16145,366,1001,13164,4029,1512,5707,14207,987,4107,7746,19846,2187,1479,685,286,47924,102035
1895_Kindvig_WilliamOgElisabeth.0,59.0,29.0,26,22,21.0,20.0,554,161,2056,3069,3713,1567,1084,1991,278,4389,143,346,4053,919,426,1839,4282,822,935,1946,4722,601,399,200,113,14438,30977
1895_KragT_Kobberslangen.0,83.0,52.0,40,25,12.0,12.0,466,102,2685,3932,4369,1957,2223,2631,122,6322,228,425,5225,749,906,853,5935,408,1292,2691,6349,812,568,303,164,19547,38970
1895_LieM_EnDroemmersBog.0,240.0,158.0,143,121,26.0,25.0,361,203,3236,4721,5396,1921,2852,3119,171,9092,261,453,6884,880,645,2615,8129,692,1449,3291,7666,1811,1299,533,297,22795,51067
1895_LundV_Lars.0,348.0,139.0,136,89,147.0,49.0,1641,217,4854,8058,7471,3829,3906,4414,194,10849,184,1060,8659,2179,1593,1333,9082,735,2742,5004,12689,1509,998,578,255,34868,68400
1895_Malling_EnRomanomFoersteKonsulen.0,435.0,171.0,270,156,88.0,75.0,1034,344,3756,6758,6270,2526,2288,4215,159,8980,138,820,7324,2754,1072,2114,7864,379,2396,5052,13157,1098,686,404,171,27631,57417
1895_Malling_GuvernoerensFrue.0,432.0,153.0,247,171,63.0,48.0,1126,299,3496,5865,5934,2183,1805,3382,205,7790,149,659,6238,2649,914,2079,6367,372,2179,4201,10985,987,622,331,149,23431,50087
1895_Mariager_Sparta.0,341.0,147.0,313,185,115.0,56.0,1162,292,4028,6366,4713,2175,2123,3964,58,9834,240,674,5357,1731,888,1871,7095,326,2310,4134,10192,1527,1011,418,214,23629,51443
1895_Michaelis_Aebeloe.0,67.0,36.0,45,33,11.0,8.0,341,62,3515,5398,4164,1448,2430,3884,66,9213,59,459,4305,503,588,996,6662,285,2594,4288,10867,1249,812,576,275,20018,43975
1895_MoellerC_EfterLevendeModel.0,176.0,100.0,190,107,78.0,41.0,1544,195,5662,8994,11168,4610,3147,5509,872,12093,307,1454,10229,2160,1837,3550,11524,1106,3596,6044,15830,1684,1221,590,295,40679,84222
1895_MoellerN_Koglerier.0,52.0,35.0,58,54,9.0,7.0,380,124,4438,6008,8680,3755,3249,4006,356,9226,108,752,9082,566,1174,1162,8878,337,2480,4267,10891,1319,916,616,331,33922,61777
1895_MoellerO_GuldOgAere.0,191.0,123.0,168,115,60.0,43.0,730,128,3161,5083,5713,2659,1948,3092,193,7725,178,669,5946,1223,800,2594,6515,463,1594,3174,7611,991,721,417,209,23001,47962
1895_Nansen_GudsFred.0,58.0,36.0,32,25,17.0,11.0,204,48,2052,3116,2737,1234,1217,2131,53,5125,90,323,3635,246,559,513,3980,175,1381,2384,5898,700,535,216,150,13462,27186
1895_NielsenJ_PolitikOgSvogerskab.0,163.0,41.0,67,49,44.0,32.0,1957,137,3896,6573,10746,4851,3922,3447,1199,8869,227,1077,11690,2789,1565,5587,10589,902,1887,4345,10443,1194,667,490,199,39346,77929
1895_Nording_GamleJomfruer.0,77.0,47.0,55,25,5.0,5.0,324,72,1659,2086,2484,1179,1090,1560,72,3286,82,218,2600,425,347,593,2779,104,989,1701,4322,438,315,146,97,10454,20564
1895_NormanHansen_DoktorTavsen.0,41.0,25.0,17,11,25.0,16.0,197,33,1333,2258,2985,1385,880,1210,133,3106,73,266,3314,300,368,1344,2823,136,612,1231,2924,409,323,150,99,11493,21914
1895_Norrie_EnLoesgaenger.0,14.0,9.0,9,7,6.0,6.0,266,26,1757,2993,3214,1420,991,2012,130,3754,102,431,4341,301,571,1113,3887,154,1096,2164,5478,452,329,225,98,14124,27171
1895_OestergaardV_TygeBrahe.0,447.0,225.0,184,108,38.0,32.0,1734,321,5922,8568,7430,3975,4207,5876,73,13517,160,1043,9328,3020,1670,2687,10416,1262,4058,7477,19220,2016,1151,680,255,36766,79154
1895_Paulsen_Kunstnernaturer.0,75.0,43.0,90,68,25.0,24.0,842,178,3947,4985,5122,2173,1790,3624,83,7875,74,571,5270,1135,635,1999,5867,469,2644,4014,10576,1112,835,470,235,22142,45619
1895_Pontoppidan_DommensDag.0,120.0,74.0,71,50,22.0,17.0,809,169,3794,5864,6792,2817,1943,3851,305,9014,100,749,5905,1098,992,2000,6585,444,2217,3905,9713,1147,828,319,175,24873,52253
1895_Rosing_KjaerlighedTaalerAlt.0,183.0,87.0,115,73,32.0,21.0,3275,262,8891,14807,18226,9414,6835,9896,1437,21547,325,2130,24333,3846,3270,12242,23304,1309,4947,10488,25612,2847,1347,1176,316,80353,161812
1895_Roth_PaaOpmaaling.0,162.0,65.0,56,49,60.0,44.0,829,155,3270,5582,5758,1879,1533,3518,329,7531,199,679,4623,1412,909,2188,5783,836,2350,3988,10475,882,639,318,153,20767,46029
1895_Saint-Aubain_Kommissionaeren.0,103.0,27.0,32,29,12.0,11.0,508,68,1559,2506,3082,1906,1008,1864,131,3768,92,379,4471,644,518,1480,3969,280,877,2014,4805,516,373,190,109,14155,27657
1895_Schjoerring_SvundneDroemme.0,141.0,79.0,60,48,43.0,19.0,908,137,3741,5358,6843,3135,1978,3710,216,7276,149,758,7648,1165,1229,891,7539,358,2152,3906,9905,906,623,353,176,27216,51994
1895_SkramA_PaaSctJoergen.0,17.0,13.0,142,45,17.0,15.0,1723,135,2627,4208,6136,2461,2166,2212,563,5789,139,505,5665,2601,854,3415,6463,694,1070,2522,6173,865,533,323,142,22679,46498
1895_SkramA_ProfessorHieronimus.0,20.0,16.0,62,31,11.0,9.0,2060,137,3190,5395,7824,3192,2720,2773,561,7863,156,616,7507,2476,1049,4276,8698,742,1422,3074,7441,1220,685,405,200,29105,59038
1895_Stuckenberg_FagreOrd.0,32.0,26.0,31,28,10.0,8.0,643,42,2480,4387,4163,1453,2858,2419,213,5368,87,292,5894,765,539,1180,6017,91,1555,2681,6869,729,425,272,135,19807,38206
1895_Tuxen_EvaRoss.0,203.0,63.0,76,42,74.0,29.0,2086,164,4792,7404,9458,4399,2962,4755,420,10655,226,1100,10861,2623,1796,3721,11248,578,2862,5430,13549,1362,722,496,167,36808,76998
1895_Welding_EnUngPige.0,73.0,37.0,24,22,64.0,14.0,1542,116,3779,6656,10598,5052,2603,3890,500,8995,112,1307,12275,1856,2342,4627,11627,438,1696,4187,9997,1277,602,521,195,39573,76657
1895_Westenholz_FraMitPulterkammer.0,69.0,36.0,133,74,21.0,18.0,184,111,2804,4105,4522,2206,1797,2970,79,5951,101,769,5025,360,1331,787,5135,446,1439,2781,6815,1054,731,280,135,20220,38388
1895_WormMueller_Stormen.0,27.0,18.0,25,24,13.0,10.0,745,82,2405,4557,5793,2354,1680,2473,268,5685,134,545,7007,942,900,2984,6503,426,1086,2477,5871,836,518,332,155,23311,44656
1896_AndersenT_DronningensMoelle.0,791.0,315.0,262,109,86.0,68.0,1654,208,5410,9841,12870,6727,4408,5499,665,13908,492,1404,14741,2778,2447,6095,14524,404,2577,5533,13209,2073,1208,843,325,52398,102213
1896_AndersenT_Tvillingesoestrene.0,475.0,210.0,71,56,55.0,46.0,2834,208,5839,10721,15403,7812,4772,5929,990,14297,374,1733,17633,3854,2703,8363,17213,527,2584,5933,14063,2020,1006,1028,326,60246,118163
1896_BauditzS_Hjortholm.0,797.0,257.0,237,163,127.0,94.0,2210,329,5525,8653,11955,5574,4570,4856,1273,13926,310,987,11816,3751,1296,8617,12372,1083,2690,5503,13277,2223,1520,759,374,44035,96564
1896_BenzonP_DetSjetteBud.0,105.0,59.0,62,46,17.0,16.0,1659,192,4706,7655,9856,4709,3380,4856,424,11051,157,952,11860,2056,1730,2384,11534,641,2241,4692,11272,1419,905,561,231,40284,77951
1896_Birck_PastorSommer.0,98.0,56.0,54,39,23.0,14.0,1183,124,2011,3041,4527,2210,1376,1994,240,4993,100,371,4716,1387,527,2159,5023,371,1064,2081,5142,694,502,245,150,16677,35046
1896_Brosboell_UngdomsKampe.0,106.0,53.0,47,28,31.0,25.0,849,125,1770,2938,2882,1332,1011,2256,80,4589,93,421,3832,1061,521,1349,4464,307,851,2135,5028,643,494,201,117,13357,28906
1896_ClaussebS_Valfart.0,542.0,171.0,287,172,37.0,28.0,463,150,2936,3770,2484,1241,1719,2741,85,5912,124,309,3422,1232,567,1034,3879,214,1638,2889,7367,1017,730,319,180,14782,31669
1896_ClaussenS_AntoniusiParis.0,383.0,155.0,457,226,60.0,50.0,627,223,3496,4658,3534,1613,1908,3315,98,7166,218,425,4052,1791,697,1587,4796,381,1969,3635,9164,1127,830,317,204,18440,39735
1896_Egeberg_SejrOgFald.0,54.0,40.0,29,25,8.0,8.0,162,61,2488,3589,3606,1613,1407,2413,76,5454,50,378,3669,216,518,590,3781,129,1457,2322,5962,700,534,259,165,15398,29977
1896_EwaldC_CordtsSoen.0,14.0,13.0,7,6,2.0,2.0,499,20,1331,2404,2510,1176,1542,1557,60,3284,52,106,3762,525,451,807,3595,136,570,1426,3274,450,263,198,90,12196,23298
1896_EwaldHF_LidenKirsten.0,488.0,179.0,76,58,25.0,25.0,2860,285,3493,7266,7469,3706,3212,4474,195,9666,135,803,8665,3829,1752,2183,9590,605,1747,4681,10910,1318,784,504,229,33073,67043
1896_Gjellerup_Moellen.0,154.0,91.0,74,58,21.0,19.0,1604,140,6246,11525,15437,6129,4636,6817,763,15165,180,1366,13916,1850,2475,3489,14587,1030,3687,7142,18021,2065,1255,752,322,53726,105611
1896_Gnudtzmann_Idealister.0,76.0,56.0,72,54,97.0,35.0,1266,102,3467,6468,8019,3720,2694,3827,455,8669,133,982,8098,1520,1339,2491,8222,376,1790,3760,9046,1246,852,470,223,30924,60480
1896_Houn_Rafael.0,250.0,109.0,184,96,25.0,25.0,885,216,3491,4830,3204,1312,1747,3694,152,8132,301,484,3714,1218,537,1727,5519,338,2066,3642,9174,1075,715,337,180,17053,40400
1896_JensenJV_Danskere.0,245.0,138.0,106,95,53.0,45.0,1461,203,2776,4439,4692,1800,2114,2352,207,6668,107,382,4529,2031,606,1792,6252,292,1429,2673,6522,1088,832,401,228,18525,41039
1896_Jespersen_Ungdom.0,100.0,43.0,30,25,19.0,12.0,1075,130,4441,5760,7370,2855,2636,3484,299,7605,95,835,7216,1406,1043,2166,7640,325,2650,3973,10648,975,700,329,167,27262,55176
1896_JohansenL_UnderOgOverAtmosfaeren.0,138.0,60.0,51,37,28.0,21.0,935,67,2190,4498,4423,2306,1521,2569,129,6975,187,700,4821,1182,914,1737,6112,175,1396,3044,7373,884,555,375,166,19136,40439
1896_KragT_AdaWilde.0,217.0,96.0,87,74,59.0,41.0,1325,191,4180,5742,7169,3036,3241,3685,336,8517,249,574,8103,1908,1409,1115,8505,429,1985,3814,9209,1207,788,402,210,29564,58198
1896_Lander_PaaEfteraarsmanoevre.0,247.0,92.0,53,40,45.0,27.0,1102,122,2993,5312,6025,2412,1902,2948,449,7549,283,781,5452,1584,1128,2597,6686,314,2046,3397,8784,1095,732,430,214,22644,48415
1896_LarsenK_DoktorIx.0,115.0,65.0,97,52,82.0,28.0,658,141,2419,4402,5417,2275,1778,2425,292,5409,86,516,5713,1088,746,1928,5350,387,1173,2320,5723,684,490,279,142,20370,40231
1896_LieJ_DyreRein.0,140.0,84.0,138,56,60.0,41.0,1088,185,2607,5008,5151,1699,2275,2107,265,7086,198,467,4901,1484,670,3909,6121,584,1324,2357,5880,1230,983,328,197,19095,44532
1896_Lundgaard_DonJuan.0,62.0,29.0,43,40,20.0,16.0,967,138,1860,3510,3232,1457,1306,2102,280,5129,142,395,3707,1455,408,918,4502,1099,980,2150,5225,745,538,308,163,14626,31502
1896_LundV_Praesten.0,59.0,45.0,67,49,50.0,34.0,585,142,2508,3888,3962,1931,1984,2504,144,6078,169,476,4409,683,685,1046,4651,484,1424,2664,6648,786,581,240,152,17840,35602
1896_MadsenO_FroekenVandasRoman.0,76.0,58.0,25,23,35.0,12.0,691,82,2177,3007,3345,1179,1201,1878,143,4070,74,290,3318,933,424,1365,3619,258,1328,2186,5803,449,338,165,85,12643,27281
1896_MallingM_Eremitage-Idyllen.0,155.0,65.0,94,75,74.0,36.0,1047,215,2644,4110,4487,1478,1507,2471,148,5332,89,507,4748,2213,708,1620,4825,283,1604,3071,8321,731,504,261,142,17191,37170
1896_MoellerC_FraRosenvaengetTilAmager.0,205.0,121.0,182,137,60.0,49.0,1372,237,5410,8770,11065,4229,2869,5245,770,11945,272,1475,9824,1908,1721,4166,11272,994,3394,5844,15324,1721,1277,602,312,38915,81935
1896_MoellerI_TabteToejler.0,84.0,53.0,55,50,31.0,24.0,813,126,4410,7667,7749,3773,2791,5242,267,9775,154,1018,10170,1059,1620,3330,9663,912,2687,5549,13787,1224,793,424,201,34616,69600
1896_MoellerO_AfElskovsNaade.0,16.0,10.0,10,10,2.0,2.0,209,32,1450,2314,2687,1445,921,1618,57,3111,45,317,3733,247,451,504,3135,145,761,1661,3964,369,258,159,83,12283,22180
1896_Muusmann_LovensArm.0,83.0,48.0,53,36,41.0,18.0,486,71,3273,5618,6246,3176,1958,3363,256,8144,79,762,6835,764,1339,2054,7280,462,2074,3790,9472,958,589,315,155,25871,51609
1896_Nilssen_Nemesis.0,74.0,37.0,31,26,8.0,7.0,661,72,3055,4601,6335,2089,1950,2847,400,5868,140,365,7738,922,640,1528,6527,438,1441,2847,6960,854,505,338,140,24390,45443
1896_Norrie_UngeJunker.0,99.0,44.0,23,22,25.0,15.0,847,96,2041,3992,4352,1848,1300,2256,253,5573,95,515,4902,1150,692,2133,5243,329,1224,2499,6300,621,423,254,145,17226,36674
1896_Obstfelder_Korset.0,11.0,9.0,10,9,1.0,1.0,34,18,906,1596,2283,1175,676,957,63,1902,48,136,3535,55,362,516,2754,104,319,804,1856,306,217,107,68,10405,17068
1896_PetersenL_GadensRoman.0,126.0,75.0,64,49,38.0,34.0,961,125,4075,6214,8348,3153,3158,3592,381,8190,232,707,8099,1229,934,2080,7914,298,1913,3492,8887,1234,807,423,203,30229,58604
1896_Pontoppidan_Hoejsang.0,86.0,46.0,52,42,18.0,18.0,309,104,2702,4089,4692,1724,1372,2828,188,6046,81,595,4378,486,619,1358,4589,319,1416,2639,6510,809,656,243,157,17441,36066
1896_Rosenkilde_KarstensSkriftemaal.0,116.0,69.0,57,46,41.0,34.0,623,160,3020,4796,4467,2038,1400,3456,173,7170,131,761,4787,1003,884,1243,5660,578,1778,3418,8370,1126,805,329,182,19571,41567
1896_Schandorph_Frigjort.0,173.0,115.0,178,143,47.0,41.0,1561,289,5287,7976,7014,3462,3171,5331,691,12756,190,777,7935,2198,1340,2011,9757,789,2898,5484,13600,1903,1276,587,294,32962,70685
1896_Schjoerring_EtHjemPaaHeden.0,168.0,73.0,72,51,14.0,14.0,1364,105,4131,6256,7812,3821,2363,4074,248,8361,127,992,9146,2021,1498,816,9005,267,2337,4680,11623,1144,724,408,201,32043,60938
1896_Skjoldborg_EnStridsmand.0,34.0,34.0,20,14,14.0,13.0,527,103,1602,2540,2910,1121,1249,1648,183,4278,64,217,2778,743,456,1166,3563,261,838,1701,4039,654,519,267,160,11325,24779
1896_Skovbo_Elverfruen.0,55.0,23.0,25,17,3.0,3.0,653,67,1857,3336,5235,1641,1683,1641,602,4172,111,338,4977,760,612,2819,5095,176,997,1794,4689,593,417,234,129,17312,35055
1896_Skytte_Faergefolk.0,126.0,89.0,74,53,31.0,31.0,1284,178,3454,5102,6595,2290,2675,2718,571,8077,183,593,5497,1821,549,3060,6597,844,2152,3537,9039,1219,855,372,209,23023,50626
1896_WintherH_EnTornefuldVej.0,130.0,60.0,19,18,10.0,10.0,1006,109,2512,3685,4945,2423,1769,2422,191,5535,124,610,5691,1206,947,2277,6018,348,1230,2417,5888,855,527,348,159,19933,40703
1897_Agerskov_LivetsKilde.0,158.0,69.0,95,73,27.0,26.0,1401,196,5403,6489,9028,3734,3082,4293,584,9410,262,662,9138,1834,982,3927,9132,702,2591,4249,10722,1093,758,450,203,34452,68662
1897_Alsted_Ly.0,51.0,40.0,18,18,17.0,15.0,244,73,1835,2811,4892,1786,1376,1835,353,3974,82,359,4936,412,596,2025,4364,260,849,1679,4119,583,431,260,148,16689,31896
1897_Bergstroem_BrogedeBilleder.0,14.0,14.0,29,15,56.0,17.0,291,64,1559,2296,2707,1302,1113,1494,72,3479,43,237,2953,365,423,132,3125,142,771,1424,3461,469,362,175,112,11304,21442
1897_Bierfreund_Ira.0,309.0,167.0,134,101,162.0,57.0,904,210,6107,10827,14394,7437,5708,6661,502,14843,393,1476,18602,1508,2201,2130,17128,585,2842,6566,15445,2246,1235,887,309,60444,110502
1897_Birck_FarisaeerOgTolder.0,224.0,108.0,111,75,114.0,46.0,2178,260,3790,5822,8517,3919,2535,3722,734,9662,209,673,9069,3008,837,7429,10243,1569,1909,3969,9679,1434,830,478,208,31028,71738
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse.0,306.0,145.0,263,102,110.0,59.0,489,174,2706,4295,4814,2243,1607,3055,98,6729,357,455,5685,1084,878,1900,5626,450,1428,3145,7498,1008,692,384,213,20383,41982
1897_EwaldC_Makra.0,299.0,113.0,181,68,27.0,20.0,1655,162,3312,6603,5609,2951,3738,3930,84,10038,177,511,7980,2097,1136,2579,9417,254,1695,3999,9293,1430,772,532,198,28872,60416
1897_Gioerup_DronningOgHirdmand.0,807.0,241.0,310,109,65.0,49.0,3377,386,3522,7290,6559,4902,2885,4377,232,11462,500,1103,8948,4414,1612,5204,11289,587,1844,4594,10695,1419,746,463,180,33844,74886
1897_Gjellerup_Konvolutten.0,35.0,27.0,61,51,8.0,8.0,145,64,1084,1540,2049,804,632,1285,81,2232,33,192,2039,274,328,442,1995,234,510,1155,2741,355,290,127,77,7556,15244
1897_Gjellerup_VedGraendsen.0,161.0,95.0,133,91,55.0,38.0,1371,161,3804,6253,8040,3770,2311,3983,550,7949,140,911,8326,1853,1504,2472,7915,784,1879,3855,9392,1177,855,461,210,30576,60565
